"phrase","n"
"nikkha<U+1E41> jambonada<U+1E41> dakkhakammaraputtaukkamukhasukusalasampaha<U+1E6D><U+1E6D>ha<U+1E41> pa<U+1E47><U+1E0D>ukambale nikkhitta<U+1E41> bhasate ca tapate ca viroca",1
"nilakampi sañjana",1
"nimi kho panananda",1
"nimi raja bahuna<U+1E41> vassana<U+1E41> bahuna<U+1E41> vassasatana<U+1E41> bahuna<U+1E41> vassasahassana<U+1E41> accayena kappaka<U+1E41> amantesi",1
"nimi raja dhamma<U+1E41> cara",1
"nimi raja kappakassa gamavara<U+1E41> datva je<U+1E6D><U+1E6D>haputta<U+1E41> kumara<U+1E41> amantapetva etadavoca",1
"nimi raja kappakassa gamavara<U+1E41> datva je<U+1E6D><U+1E6D>haputta<U+1E41> kumara<U+1E41> sadhuka<U+1E41> rajje samanusasitva imasmi<U+1E41>yeva maghadevaambavane kesamassu<U+1E41> oharetva kasayani vatthani acchadetva agarasma anagariya<U+1E41> pabbaji",1
"nimi raja tu<U+1E47>hibhavena",1
"nimi tesa<U+1E41> raja pacchimako ahosi dhammiko dhammaraja dhamme <U+1E6D>hito maharaja",1
"nimiletva va ummileyya",1
"nimissa kho panananda",1
"nimissa rañño pamukhe antarahito devesu tava",1
"nimitta<U+1E41> pa<U+1E6D>ivijjhitabba<U+1E41>",1
"nimmanarati va deva paranimmitavasavatti va deva",1
"ninnadi ca",1
"ninnamayeta<U+1E41> pahuta<U+1E41>",1
"nipannassa ta<U+1E41> bhayabherava<U+1E41> agaccha",1
"niragga<U+1E37>o i",1
"niramisa<U+1E41> sukha<U+1E41> upasampajja vihara",1
"niramisa<U+1E41> va adukkhamasukha<U+1E41> vedana<U+1E41> vedayamano niramisa<U+1E41> adukkhamasukha<U+1E41> vedana<U+1E41> vedayami",1
"niramisa<U+1E41> va dukkha<U+1E41> vedana<U+1E41> vedayamano niramisa<U+1E41> dukkha<U+1E41> vedana<U+1E41> vedayami",1
"niramisa<U+1E41> va sukha<U+1E41> upadiyamano upadiya",1
"niramisa<U+1E41> va sukha<U+1E41> vedana<U+1E41> vedayamano niramisa<U+1E41> sukha<U+1E41> vedana<U+1E41> vedayami",1
"nirasasa<U+1E41> visa<U+1E41>yutta<U+1E41>",1
"nirayagamiñca magga<U+1E41>",1
"nirayagaminiñca pa<U+1E6D>ipada<U+1E41>",1
"nirayakatha<U+1E41> katheyya<U+1E41>",1
"nirayameva ta<U+1E41> samma vadamano vadeyya",1
"nirayapala balisena uddharitva thale pa",1
"nirayapala evamaha<U+1E41>su",1
"nirayapala nanabahasu gahetva yamassa rañño dassen",1
"nirayapala puna mahaniraye pakkhipan",1
"nirayapala upasa<U+1E45>kamitva etadavocu<U+1E41>",1
"nirodha jaramara<U+1E47>a<U+1E41> sokaparidevadukkhadomanassupayasa nirujjhan",1
"nirodha nu kho",1
"nirodha<U+1E41> pajana",1
"nirodhagamini<U+1E41> pa<U+1E6D>ipada<U+1E41> pajana",1
"nirodhagamini<U+1E41> pa<U+1E6D>ipadañca pajana",1
"nirodhañca pajana",1
"nisabhassa appameyyassa",1
"nisajja kho ayasma mahamoggallano paccatta<U+1E41> yoniso manasakasi",1
"nisajja kho ayasma sariputto anathapi<U+1E47><U+1E0D>ika<U+1E41> gahapa",1
"nisajja kho ayasma sariputto dhanañjani<U+1E41> brahma<U+1E47>a<U+1E41> etadavoca",1
"nisajja kho bhagava pade pakkhalesi",1
"nisajja kho raja korabyo ayasmanta<U+1E41> ra<U+1E6D><U+1E6D>hapala<U+1E41> etadavoca",1
"nisajja kho raja pasenadi kosalo ayasmanta<U+1E41> ananda<U+1E41> etadavoca",1
"nisajja pade pakkhale",1
"nisidatha tumhe sake asane",1
"nisidi kho ayasma mahamoggallano paññatte asane",1
"nisidi kho raja pasenadi kosalo paññatte asane",1
"nisidi raja korabyo paññatte asane",1
"nisinnassa ta<U+1E41> bhayabherava<U+1E41> agaccha",1
"nissa<U+1E6D><U+1E6D>hena havuso",1
"nissaya atammayata<U+1E41> agamma yaya<U+1E41> upekkha ekatta ekattasita ta<U+1E41> pajahatha",1
"nissaya nissaya kira no",1
"nissitassa calita<U+1E41>",1
"nissutassa hon",1
"nito nama",1
"nito tatho sutava bhavitatto",1
"nivapasutta<U+1E41> ni<U+1E6D><U+1E6D>hita<U+1E41> pañcama<U+1E41>",1
"nivara<U+1E47>apabba<U+1E41> ni<U+1E6D><U+1E6D>hita<U+1E41>",1
"nivarabhakkhapi ahesu<U+1E41>",1
"nivarabhakkho va homi",1
"nivatanivato ho",1
"nivataya kamma<U+1E41>",1
"niyata sambodhiparayana",1
"no adinnadayino kamesumicchacarino musavadino pisu<U+1E47>avaca pharusavaca samphappalapino abhijjhalu byapannacitta micchadi<U+1E6D><U+1E6D>hi kayassa bheda para<U+1E41> mara<U+1E47>a apaya<U+1E41> dugga",1
"no ajanato no apassato",1
"no ako<U+1E6D>anakkhamo",1
"no anuyogakkhamo",1
"no aparipu<U+1E47><U+1E47>ehi",1
"no appa<U+1E6D>ipuggalo",1
"no apubba<U+1E41> acarima<U+1E41> uppajjeyyu<U+1E41>",1
"no asampajana asamahita vibbhantacitta duppañña e<U+1E37>amuga",1
"no avidita",1
"no ca kho bhikkhu aradhaka abhavissa<U+1E41>su",1
"no ca kho bhikkhuniyo aradhika abhavissa<U+1E41>su",1
"no ca kho na<U+1E41> janami buddho va no va",1
"no ca kho paripu<U+1E47><U+1E47>asa<U+1E45>kappa",1
"no ca kho so bhava<U+1E41> gotamo ettakava<U+1E47><U+1E47>o",1
"no ca kho upasaka gihi odatavasana brahmacarino aradhaka abhavissa<U+1E41>su",1
"no ca kho upasaka gihi odatavasana kamabhogino aradhaka abhavissa<U+1E41>su",1
"no ca kho upasika gihiniyo odatavasana brahmacariniyo aradhika abhavissa<U+1E41>su",1
"no ca kho upasika gihiniyo odatavasana kamabhoginiyo aradhika abhavissa<U+1E41>su",1
"no ca rasaragapa<U+1E6D>isa<U+1E41>vedi",1
"no ca sariputto cittassa vasena vatta",1
"no ca silamayo",1
"no ca tena tammayo",1
"no ce aha<U+1E41> bhoto aggivessanassa bhasitassa attha<U+1E41> ajanissami",1
"no ce labhetha nipaka<U+1E41> sahaya<U+1E41>",1
"no ce me tva<U+1E41> bhasitassa attha<U+1E41> ajaneyyasi",1
"no ce tattha passa",1
"no ce tumhe bhuñjissatha",1
"no cepi",1
"no cepi araññiko ho",1
"no cepi bahussuto ho",1
"no cepi dhammakathiko ho",1
"no cepi ekasaniko ho",1
"no cepi labhi ho",1
"no cepi ñato ho",1
"no cepi pa<U+1E41>sukuliko ho",1
"no cepi pi<U+1E47><U+1E0D>apa",1
"no cepi rukkhamuliko ho",1
"no cepi sunijjhayita<U+1E41> ho",1
"no cepi susaddahita<U+1E41> ho",1
"no cepi u<U+1E37>arabhogakula pabbajito ho",1
"no cepi uccakula pabbajito ho",1
"no cepi vinayadharo ho",1
"no ceta<U+1E41> attha<U+1E41> upaparikkheyya",1
"no ceta<U+1E41> chando jayetha",1
"no ceta<U+1E41> dhamma<U+1E41> dhareyya",1
"no ceta<U+1E41> dhamma<U+1E41> su<U+1E47>eyya",1
"no ceta<U+1E41> padaheyya",1
"no ceta<U+1E41> payirupaseyya",1
"no ceta<U+1E41> saddha jayetha",1
"no ceta<U+1E41> sota<U+1E41> odaheyya",1
"no ceta<U+1E41> tuleyya",1
"no ceta<U+1E41> upasa<U+1E45>kameyya",1
"no ceta<U+1E41> ussaheyya",1
"no cete dhamma nijjhana<U+1E41> khameyyu<U+1E41>",1
"no cittabhavana<U+1E41>",1
"no duppañña tyassa mitta hon",1
"no ekacce bhikkhu paññavimut",1
"no kayabhavana<U+1E41>",1
"no kayabhavanan",1
"no nipaka nipakavut",1
"no paññavanto tyassa mitta hon",1
"no sa<U+1E45>ghamajjhe",1
"no sampajana samahita ekaggacitta paññavanto ane<U+1E37>amuga",1
"no tatha kayakamma<U+1E41>",1
"no tatha manoda<U+1E47><U+1E0D>an",1
"no tatha vacida<U+1E47><U+1E0D>a<U+1E41>",1
"no tatha vacikamman",1
"no udahu nippapañcaramassa nippapañcara",1
"nu kho",1
"nu kho so puriso yava",1
"nu kho so sama<U+1E47>o va brahma<U+1E47>o va iddhima cetovasippatto ima<U+1E41> na<U+1E37>anda<U+1E41> ekena manopadosena bhasma<U+1E41> katun",1
"o<U+1E37>arika<U+1E41> ahara<U+1E41> aharetva",1
"obhasañhi kho tasmi<U+1E41> samaye sañjanami",1
"odaheyya okacara<U+1E41>",1
"odahi migavo pasa<U+1E41>",1
"odarikattasseta<U+1E41> adhivacana<U+1E41>",1
"odatampi sañjana",1
"oghana<U+1E41> janetva ye tassa salassa mahanta mahanta khandha te padaleyya",1
"okappaniyameta<U+1E41> bhoto gotamassa yatha ta<U+1E41> arahato sammasambuddhassa",1
"oligallepi papatan",1
"oliyasi kho tva<U+1E41>",1
"opamañño subhagavaniko andho acakkhuko",1
"opamañño subhagavaniko avuto nivuto ophu<U+1E6D>o pariyonaddho",1
"opamañño subhagavaniko cetasa ceto paricca na pajana",1
"opamañño subhagavaniko evamaha",1
"opamañño subhagavaniko gathito mucchito ajjhopanno anadinavadassavi anissara<U+1E47>apañño paribhuñja",1
"opamañño subhagavaniko sabbesa<U+1E41>yeva sama<U+1E47>abrahma<U+1E47>ana<U+1E41> cetasa ceto paricca pajanati",1
"opammavaggo ni<U+1E6D><U+1E6D>hito ta",1
"opammena bhagavato attamano abhiraddho",1
"opasadaka brahma<U+1E47>agahapa",1
"ora<U+1E41> samuddassa a",1
"ovadako viññapako sandassako samadapako samuttejako sampaha<U+1E41>sako sabrahmacarinan",1
"pa<U+1E37>asissa pa<U+1E37>aso appahino ho",1
"pa<U+1E37>asissa pa<U+1E37>aso pahino ho",1
"pa<U+1E37>asissa pa<U+1E37>aso pahiyissa",1
"pa<U+1E41>sukenapi okiran",1
"pa<U+1E41>sukulanipi dharemi",1
"pa<U+1E41>sukulikattassa ca va<U+1E47><U+1E47>avadi",1
"pa<U+1E47><U+1E0D>avassa pabbatassa aññava samañña ahosi añña paññat",1
"pa<U+1E47><U+1E0D>ita bhavissama vima<U+1E41>saka",1
"pa<U+1E47><U+1E0D>ita bhikkhu anuggahaka sabrahmacarina<U+1E41>",1
"pa<U+1E47><U+1E0D>ita viyatta medhavino anuvicca pariyogahetva paresa<U+1E41> va<U+1E47><U+1E47>a<U+1E41> va ava<U+1E47><U+1E47>a<U+1E41> va bhasan",1
"pa<U+1E47><U+1E0D>ita<U+1E41> pi<U+1E6D>hasamaru<U+1E37>ha<U+1E41> va mañcasamaru<U+1E37>ha<U+1E41> va chamaya<U+1E41> va semana<U+1E41>",1
"pa<U+1E47><U+1E0D>ita<U+1E41> pi<U+1E6D>hasamaru<U+1E37>ha<U+1E41> va mañcasamaru<U+1E37>ha<U+1E41> va chamaya<U+1E41> va semana<U+1E41> yanissa pubbe kalya<U+1E47>ani kammani katani kayena sucaritani vacaya sucaritani manasa sucaritani tanissa tamhi samaye olamban",1
"pa<U+1E47><U+1E0D>itapi sama<U+1E47>apa<U+1E47><U+1E0D>itapi abhippasanna vinita ariye ñaye dhamme kusale",1
"pa<U+1E47><U+1E0D>itassa pa<U+1E47><U+1E0D>italakkha<U+1E47>ani pa<U+1E47><U+1E0D>itanimittani pa<U+1E47><U+1E0D>itapadanani",1
"pa<U+1E47><U+1E0D>itato bhaya<U+1E41>",1
"pa<U+1E47><U+1E0D>ito byatto medhavi pa<U+1E6D>ibalo rajana<U+1E41> cakkavat",1
"pa<U+1E47><U+1E0D>ito ca kapa<U+1E6D>iko ma<U+1E47>avo",1
"pa<U+1E47><U+1E0D>ito du",1
"pa<U+1E47><U+1E0D>ito kayena sucarita<U+1E41> caritva vacaya sucarita<U+1E41> caritva manasa sucarita<U+1E41> caritva kayassa bheda para<U+1E41> mara<U+1E47>a suga",1
"pa<U+1E47><U+1E0D>ito pa<U+1E47>a",1
"pa<U+1E47><U+1E0D>ito pa<U+1E6D>hama<U+1E41> di<U+1E6D><U+1E6D>heva dhamme sukha<U+1E41> somanassa<U+1E41> pa<U+1E6D>isa<U+1E41>vede",1
"pa<U+1E47><U+1E0D>ito passa",1
"pa<U+1E47><U+1E0D>ito sabhaya<U+1E41> va nisinno ho",1
"pa<U+1E47><U+1E0D>ito sace kadaci karahaci dighassa addhuno accayena manussatta<U+1E41> agaccha",1
"pa<U+1E47><U+1E0D>ito ta",1
"pa<U+1E47><U+1E0D>ito viyatto medhavi bahussuto cittakathi kalya<U+1E47>apa<U+1E6D>ibhano vuddho ceva araha ca",1
"pa<U+1E47><U+1E0D>upalaso bandhana pavutto abhabbo haritattaya",1
"pa<U+1E47><U+1E0D>uputtassa ajivakassa pura<U+1E47>ayanakaraputtassa cetaso parivitakko ho",1
"pa<U+1E47><U+1E0D>uputtassa ajivakassa pura<U+1E47>ayanakaraputtassa eva<U+1E41> cetaso parivitakko udapadi",1
"pa<U+1E47><U+1E0D>uputto ajivako pura<U+1E47>ayanakaraputto attamano attamanavaca<U+1E41> niccharesi",1
"pa<U+1E47>amemi vo",1
"pa<U+1E6D><U+1E6D>hana bhavita bahulikata satta bojjha<U+1E45>ge paripuren",1
"pa<U+1E6D><U+1E6D>hana cetaso upanibandhana hon",1
"pa<U+1E6D><U+1E6D>hana eva<U+1E41> bahulikata satta sambojjha<U+1E45>ge paripuren",1
"pa<U+1E6D><U+1E6D>hana katha<U+1E41> bahulikata satta bojjha<U+1E45>ge paripuren",1
"pa<U+1E6D><U+1E6D>hana samadhinimitta",1
"pa<U+1E6D><U+1E6D>hana sattana<U+1E41> visuddhiya sokaparidevana<U+1E41> sama",1
"pa<U+1E6D><U+1E6D>hanana<U+1E41> bhavananuyogamanuyutta viharan",1
"pa<U+1E6D><U+1E6D>hanana<U+1E41> bhavanaya vayamitabba<U+1E41>",1
"pa<U+1E6D><U+1E6D>hanana<U+1E41> upadayupadaya pañha<U+1E41> puccheyyu<U+1E41>",1
"pa<U+1E6D><U+1E6D>hanasutta<U+1E41> ni<U+1E6D><U+1E6D>hita<U+1E41> dasama<U+1E41>",1
"pa<U+1E6D><U+1E6D>hane bhaven",1
"pa<U+1E6D><U+1E6D>hane eva<U+1E41> bhaveyya satta masani",1
"pa<U+1E6D><U+1E6D>hane eva<U+1E41> bhaveyya satta vassani",1
"pa<U+1E6D><U+1E6D>hane eva<U+1E41> bhaveyya sattaha<U+1E41>",1
"pa<U+1E6D><U+1E6D>hane yathabhuta<U+1E41> nappajana",1
"pa<U+1E6D><U+1E6D>hane yathabhuta<U+1E41> pajana",1
"pa<U+1E6D>aliputte sa<U+1E45>ghassa upa<U+1E6D><U+1E6D>hanasala<U+1E41> karapehi",1
"pa<U+1E6D>hama akiñcaññayatanasappaya pa<U+1E6D>ipada akkhaya",1
"pa<U+1E6D>hama aneñjasappaya pa<U+1E6D>ipada akkhaya",1
"pa<U+1E6D>hama migajata amu<U+1E41> nivapa<U+1E41> nivutta<U+1E41> nevapikassa anupakhajja mucchita bhojanani bhuñji<U+1E41>su",1
"pa<U+1E6D>hama migajata na parimucci<U+1E41>su nevapikassa iddhanubhava",1
"pa<U+1E6D>hama migajata tathupame aha<U+1E41> ime pa<U+1E6D>hame sama<U+1E47>abrahma<U+1E47>e vadami",1
"pa<U+1E6D>hama sama<U+1E47>abrahma<U+1E47>a amu<U+1E41> nivapa<U+1E41> nivutta<U+1E41> marassa amuni ca lokamisani anupakhajja mucchita bhojanani bhuñji<U+1E41>su",1
"pa<U+1E6D>hama sama<U+1E47>abrahma<U+1E47>a na parimucci<U+1E41>su marassa iddhanubhava",1
"pa<U+1E6D>hama<U+1E41> dhamma<U+1E41> samanupassami yena bhagavanta<U+1E41> savaka sakkaron",1
"pa<U+1E6D>hama<U+1E41> jhana<U+1E41> samapannassa bhikkhuno kamacchando pahino ho",1
"pa<U+1E6D>hama<U+1E41> jhana<U+1E41> samapannassa bhikkhuno vitakko ca vatta",1
"pa<U+1E6D>hama<U+1E41> rathavinita<U+1E41> vissajjeyya du",1
"pa<U+1E6D>hama<U+1E41> rathavinita<U+1E41> vissajji<U+1E41> du",1
"pa<U+1E6D>hama<U+1E41> sa",1
"pa<U+1E6D>hamo dhammo yena mama<U+1E41> savaka sakkaron",1
"pa<U+1E6D>iccasamuppadakusalo ca ho",1
"pa<U+1E6D>iccasamuppanna<U+1E41> viñña<U+1E47>a<U+1E41> vutta<U+1E41> maya",1
"pa<U+1E6D>iggahesi kho ayasma anando bahi",1
"pa<U+1E6D>igha<U+1E41> tena pajaha",1
"pa<U+1E6D>ijanasi arahasi anantajino",1
"pa<U+1E6D>ika<U+1E45>kha a",1
"pa<U+1E6D>ika<U+1E45>kha adinnadanapaccaya",1
"pa<U+1E6D>ika<U+1E45>kha giddhilobhapaccaya",1
"pa<U+1E6D>ika<U+1E45>kha kodhupayasapaccaya",1
"pa<U+1E6D>ika<U+1E45>kha musavadapaccaya",1
"pa<U+1E6D>ika<U+1E45>kha nindarosapaccaya",1
"pa<U+1E6D>ika<U+1E45>kha pa<U+1E47>a",1
"pa<U+1E6D>ika<U+1E45>kha pisu<U+1E47>avacapaccaya",1
"pa<U+1E6D>ikkositabbañca pa<U+1E6D>ikkoseyyasi",1
"pa<U+1E6D>ikkositabbañca pa<U+1E6D>ikkosissami",1
"pa<U+1E6D>ikulamanasikarapabba<U+1E41> ni<U+1E6D><U+1E6D>hita<U+1E41>",1
"pa<U+1E6D>ikulañca appa<U+1E6D>ikulañca tadubhaya<U+1E41> abhinivajjetva upekkhako vihareyya<U+1E41> sato sampajano",1
"pa<U+1E6D>ikulañca appa<U+1E6D>ikulañca tadubhayampi abhinivajjetva upekkhako vihareyya<U+1E41> sato sampajano",1
"pa<U+1E6D>ikulyata ca sa<U+1E47><U+1E6D>haheyya",1
"pa<U+1E6D>imantakassa dhonassa",1
"pa<U+1E6D>iññaya karetabba<U+1E41>",1
"pa<U+1E6D>ipadaña<U+1E47>adassanavisuddhattha<U+1E41> bhagava",1
"pa<U+1E6D>ipadaña<U+1E47>adassanavisuddhi anupadaparinibbanan",1
"pa<U+1E6D>ipadaña<U+1E47>adassanavisuddhi yavadeva ña<U+1E47>adassanavisuddhattha",1
"pa<U+1E6D>ipadaya va sa<U+1E45>ghe vivado uppajjamano uppajjeyya",1
"pa<U+1E6D>ipuggalika dakkhi<U+1E47>a",1
"pa<U+1E6D>isa<U+1E45>kha yoniso ahara<U+1E41> ahareyyasi",1
"pa<U+1E6D>isa<U+1E45>kha yoniso ahara<U+1E41> aharissama",1
"pa<U+1E6D>isa<U+1E45>kha yoniso dhammavicayasambojjha<U+1E45>ga<U+1E41> bhave",1
"pa<U+1E6D>isa<U+1E45>kha yoniso gilanappaccayabhesajjaparikkhara<U+1E41> pa<U+1E6D>iseva",1
"pa<U+1E6D>isa<U+1E45>kha yoniso pi<U+1E47><U+1E0D>apata<U+1E41> pa<U+1E6D>iseva",1
"pa<U+1E6D>isa<U+1E45>kha yoniso senasana<U+1E41> pa<U+1E6D>iseva",1
"pa<U+1E6D>isa<U+1E45>kha yoniso so",1
"pa<U+1E6D>isa<U+1E45>khaya bhavana<U+1E41>yeva nibbidaya viragaya nirodhaya pa<U+1E6D>ipanno ho",1
"pa<U+1E6D>isa<U+1E45>khaya rupana<U+1E41>yeva nibbidaya viragaya nirodhaya pa<U+1E6D>ipanno ho",1
"pa<U+1E6D>isa<U+1E45>khaya vaca bhasita appa<U+1E6D>isa<U+1E45>khaya",1
"pa<U+1E6D>isallanaramo pa<U+1E6D>isallanarato",1
"pa<U+1E6D>isallina manobhavaniya bhikkhu",1
"pa<U+1E6D>isallino bhagava",1
"pa<U+1E6D>isevanapahatabbaasava katame ca",1
"pa<U+1E6D>isevato eva<U+1E41>sa te asava vighatapari<U+1E37>aha na hon",1
"pa<U+1E6D>isotampi vuyha",1
"pa<U+1E6D>ivinita kho me tumhe",1
"pabbajitampi na<U+1E41> dakkhissatha",1
"pabbajitana<U+1E41> kho",1
"pabbajitassa va micchapa<U+1E6D>ipat",1
"pabbajitassa va sammapa<U+1E6D>ipat",1
"pabbajitena ca pana matapitaro uddassetabba",1
"pabbajitena ca pana te matapitaro uddassetabba",1
"pabbajito va micchapa<U+1E6D>ipanno micchapa<U+1E6D>ipattadhikara<U+1E47>ahetu na aradhako ho",1
"pabbajito va sammapa<U+1E6D>ipanno sammapa<U+1E6D>ipattadhikara<U+1E47>ahetu aradhako ho",1
"pabbajja kamma<U+1E6D><U+1E6D>hana<U+1E41> appa<U+1E6D><U+1E6D>ha<U+1E41> appakicca<U+1E41> appadhikara<U+1E47>a<U+1E41> appasamarambha<U+1E41> sampajjamana<U+1E41> mahapphala<U+1E41> hoti",1
"pabbajja kamma<U+1E6D><U+1E6D>hana<U+1E41> appa<U+1E6D><U+1E6D>ha<U+1E41> appakicca<U+1E41> appadhikara<U+1E47>a<U+1E41> appasamarambha<U+1E41> vipajjamana<U+1E41> appaphala<U+1E41> ho",1
"pabhinnakhilassa vijitavijayassa",1
"paccagga<U+1E37>e <U+1E6D>hito",1
"paccattañca sariresu",1
"paccattavedaniyo i",1
"paccatthikatopi daheyya",1
"paccavekkhitva paccavekkhitva kayakamma<U+1E41> parisodhessami",1
"paccavekkhitva paccavekkhitva kayena kamma<U+1E41> kattabba<U+1E41>",1
"paccavekkhitva paccavekkhitva manasa kamma<U+1E41> kattabba<U+1E41>",1
"paccavekkhitva paccavekkhitva manokamma<U+1E41> parisodhen",1
"paccavekkhitva paccavekkhitva manokamma<U+1E41> parisodhessami",1
"paccavekkhitva paccavekkhitva manokamma<U+1E41> parisodhessan",1
"paccavekkhitva paccavekkhitva manokamma<U+1E41> parisodhesu<U+1E41>",1
"paccavekkhitva paccavekkhitva pi<U+1E47><U+1E0D>apata<U+1E41> parisodhessama",1
"paccavekkhitva paccavekkhitva vacaya kamma<U+1E41> kattabba<U+1E41>",1
"paccavekkhitva paccavekkhitva vacikamma<U+1E41> parisodhen",1
"paccavekkhitva paccavekkhitva vacikamma<U+1E41> parisodhessami",1
"paccavekkhitva paccavekkhitva vacikamma<U+1E41> parisodhessan",1
"paccavekkhitva paccavekkhitva vacikamma<U+1E41> parisodhesu<U+1E41>",1
"paccaya aneke papaka akusala dhamma sambhavan",1
"paccaya ca aneke kusala dhamma bhavanaparipuri<U+1E41> gacchan",1
"paccaya jaramara<U+1E47>a<U+1E41> sokaparidevadukkhadomanassupayasa sambhavan",1
"paccaya nu kho",1
"paccaya sammadi<U+1E6D><U+1E6D>hiya uppadaya",1
"paccaya sammadi<U+1E6D><U+1E6D>hiya uppadaya",1
"paccaya<U+1E41> pa<U+1E6D>icca uppajja",1
"paccekamevajjhagama<U+1E41>su bodhi<U+1E41>",1
"paccekasambuddhe dana<U+1E41> de",1
"paccha manussa",1
"paccha so nappamajja",1
"pacchima janata anuppavattesi",1
"pacchima<U+1E41> janata<U+1E41> tathagato anukampati",1
"pacchimañca janata<U+1E41> anukampamano",1
"pacchimaya bhit",1
"pacchimo vato puratthimena sa<U+1E41>hareyya",1
"pacchimopi na passati",1
"paccu<U+1E6D><U+1E6D>heyyama va asanena va nimanteyyama",1
"padakasma veyyakara<U+1E47>a",1
"pade vira pasarehi",1
"padhana<U+1E41> bahukara<U+1E41>",1
"padhana<U+1E41> nahosi",1
"padhanassa bahukara<U+1E41> dhamma<U+1E41> maya<U+1E41> bhavanta<U+1E41> gotama<U+1E41> pucchama",1
"padhanassa kho",1
"padhanassa pana",1
"padhanavemattata<U+1E41> vadami",1
"padudarepi janatha",1
"padumuttaro rakkhito pabbato ca",1
"pageva jighacchitana<U+1E41>",1
"pageva suhitana<U+1E41>",1
"pahana asammu<U+1E37>ho ho",1
"pahasi avihi<U+1E41>savitakka<U+1E41>",1
"pahasi kamavitakka<U+1E41>",1
"pahasi nekkhammavitakka<U+1E41>",1
"pahasi vihi<U+1E41>savitakka<U+1E41>",1
"pahina kho me pañca kamagu<U+1E47>a",1
"pahina kho me pañca nivara<U+1E47>a",1
"pahina nu kho me pañca kamagu<U+1E47>a",1
"pahina nu kho me pañca nivara<U+1E47>a",1
"pahina te tathagatassa",1
"pahomi ghatetaya<U+1E41> va ghatetu<U+1E41>",1
"pahomi hatthidamma<U+1E41> saretu<U+1E41>",1
"pahuneyyo dakkhi<U+1E47>eyyo añjalikara<U+1E47>iyo anuttara<U+1E41> puññakkhetta<U+1E41> lokassa",1
"pahuneyyo dakkhi<U+1E47>eyyo añjalikara<U+1E47>iyo anuttara<U+1E41> puññakkhetta<U+1E41> lokassa",1
"pajaha avijja<U+1E41>",1
"pajaha kodhupayasa<U+1E41>",1
"pajaha nandiraga<U+1E41>",1
"pajaha pañca kamagu<U+1E47>e",1
"pajaha pañca nivara<U+1E47>e",1
"pajaha pañcupadanakkhandhe",1
"pajaha vicikiccha<U+1E41>",1
"pajanami brahmalokañca brahmalokagaminiñca pa<U+1E6D>ipada<U+1E41>",1
"pajaya bhavarataya bhavasammuditaya samula<U+1E41> bhava<U+1E41> udabbahi",1
"pajjalita<U+1E41> aggikkhandha<U+1E41> asajja purisassa sotthibhavo",1
"pakudho kaccayano",1
"pala<U+1E41> ma<U+1E47>ava<U+1E41> ova<U+1E6D><U+1E6D>ikaya<U+1E41> paramasitva etadavoca",1
"pala<U+1E41> ma<U+1E47>ava<U+1E41> sisa<U+1E41>nhata<U+1E41> kesesu paramasitva etadavoca",1
"palañca ma<U+1E47>ava<U+1E41> dhammiya kathaya sandassesi samadapesi samuttejesi sampaha<U+1E41>sesi",1
"palassa ma<U+1E47>avassa etadahosi",1
"pale ma<U+1E47>ave a<U+1E0D><U+1E0D>hamasupasampanne vega<U+1E37>i<U+1E45>ge yathabhiranta<U+1E41> viharitva yena bara<U+1E47>asi tena carika<U+1E41> pakkami",1
"palo ca ma<U+1E47>avo kassapena bhagavata arahata sammasambuddhena dhammiya kathaya sandassita samadapita samuttejita sampaha<U+1E41>sita kassapassa bhagavato arahato sammasambuddhassa bhasita<U+1E41> abhinanditva anumoditva u<U+1E6D><U+1E6D>hayasana kassapa<U+1E41> bhagavanta<U+1E41> arahanta<U+1E41> sammasambuddha<U+1E41> abhivadetva padakkhi<U+1E47>a<U+1E41> katva pakkami<U+1E41>su",1
"palo ca ma<U+1E47>avo sot",1
"palo ma<U+1E47>avo ahosi",1
"palo ma<U+1E47>avo ahosin",1
"palo ma<U+1E47>avo gha<U+1E6D>ikarassa kumbhakarassa paccassosi",1
"palo ma<U+1E47>avo kassapassa bhagavato arahato sammasambuddhassa san",1
"palo ma<U+1E47>avo ova<U+1E6D><U+1E6D>ika<U+1E41> viniva<U+1E6D><U+1E6D>etva gha<U+1E6D>ikara<U+1E41> kumbhakara<U+1E41> etadavoca",1
"palo nama ma<U+1E47>avo sahayo ahosi piyasahayo",1
"palo pana ma<U+1E47>avo kassapena bhagavata arahata sammasambuddhena saddhi<U+1E41> sammodi",1
"pamatta samana yathakamakara<U+1E47>iya bhavissan",1
"pamojjabahula hotha",1
"pana bhava<U+1E41> gotamo bahuka<U+1E41> nadi<U+1E41> sinayitun",1
"pana tva<U+1E41>",1
"pañca cetasovinibandha asamucchinna",1
"pañca cetasovinibandha susamucchinna",1
"pañca dhamma di<U+1E6D><U+1E6D>heva dhamme dvedha vipaka",1
"pañca dhamma di<U+1E6D><U+1E6D>heva dhamme dvidhavipaka",1
"pañca dhamma yehi mama<U+1E41> savaka sakkaron",1
"pañca dhamme paññapen",1
"pañca dhamme samanupassami yehi bhagavanta<U+1E41> savaka sakkaron",1
"pañca ga",1
"pañca kamagu<U+1E47>e pa<U+1E6D>icca",1
"pañca kho aha<U+1E41>",1
"pañca kho ima",1
"pañca majjhimaagame",1
"pañca nivara<U+1E47>a",1
